species,Gram stain,Genus
Alteromonas alterisediminis,negative,Alteromonas
Salinirepens amamiensis,negative,Salinirepens
Salinirubellus salinus,negative,Salinirubellus
Salinisphaera aquimarina,negative,Salinisphaera
Salinisphaera dokdonensis,negative,Salinisphaera
Salinisphaera halophila,negative,Salinisphaera
Salinisphaera hydrothermalis,negative,Salinisphaera
Salinisphaera japonica,negative,Salinisphaera
Salinisphaera orenii,negative,Salinisphaera
Salinivibrio proteolyticus,negative,Salinivibrio
Salinivibrio siamensis,negative,Salinivibrio
Salinivirga cyanobacteriivorans,negative,Salinivirga
Salinovum rubellum,negative,Salinovum
Saliphagus infecundisoli,negative,Saliphagus
Salipiger bermudensis,negative,Salipiger
Salipiger marinus,negative,Salipiger
Salipiger mucosus,negative,Salipiger
Yangia pacifica,negative,Yangia
Salisaeta longa,negative,Salisaeta
Salsuginimonas clara,negative,Salsuginimonas
Sandaracinomonas limnophila,negative,Sandaracinomonas
Sandaracinus amylolyticus,negative,Sandaracinus
Sandarakinorhabdus cyanobacteriorum,negative,Sandarakinorhabdus
Sandarakinorhabdus limnophila,negative,Sandarakinorhabdus
Sansalvadorimonas verongulae,negative,Sansalvadorimonas
Saonia flava,negative,Saonia
Schlegelella brevitalea,negative,Schlegelella
Sedimentibacter acidaminivorans,negative,Sedimentibacter
Sedimentisphaera cyanobacteriorum,negative,Sedimentisphaera
Sedimentisphaera salicampi,negative,Sedimentisphaera
Sedimentitalea nanhaiensis,negative,Sedimentitalea
Sedimentitalea todarodis,negative,Sedimentitalea
Sediminibacter furfurosus,negative,Sediminibacter
Sediminibacterium aquarii,negative,Sediminibacterium
Sediminibacterium ginsengisoli,negative,Sediminibacterium
Sediminibacterium magnilacihabitans,negative,Sediminibacterium
Sediminibacterium roseum,negative,Sediminibacterium
Sediminibacterium salmoneum,negative,Sediminibacterium
Sediminicola luteus,negative,Sediminicola
Sediminimonas qiaohouensis,negative,Sediminimonas
Sediminitomix flava,negative,Sediminitomix
Segetibacter aerophilus,negative,Segetibacter
Segetibacter koreensis,negative,Segetibacter
Seleniivibrio woodruffii,negative,Seleniivibrio
Selenomonas bovis,negative,Selenomonas
Selenomonas ruminantium subsp. ruminantium,negative,Selenomonas
Seohaeicola saemankumensis,negative,Seohaeicola
Seohaeicola zhoushanensis,negative,Seohaeicola
Seonamhaeicola algicola,negative,Seonamhaeicola
Seonamhaeicola marinus,negative,Seonamhaeicola
Seonamhaeicola sediminis,negative,Seonamhaeicola
Serratia aquatilis,negative,Serratia
Serratia nematodiphila,negative,Serratia
Serratia oryzae,negative,Serratia
Serratia ureilytica,negative,Serratia
Shewanella abyssi,negative,Shewanella
Shewanella aestuarii,negative,Shewanella
Shewanella algicola,negative,Shewanella
Shewanella algidipiscicola,negative,Shewanella
Shewanella aquimarina,negative,Shewanella
Shewanella frigidimarina,negative,Shewanella
Shewanella atlantica,negative,Shewanella
Shewanella basaltis,negative,Shewanella
Shewanella canadensis,negative,Shewanella
Shewanella carassii,negative,Shewanella
Shewanella chilikensis,negative,Shewanella
Shewanella colwelliana,negative,Shewanella
Shewanella corallii,negative,Shewanella
Shewanella dokdonensis,negative,Shewanella
Shewanella donghaensis,negative,Shewanella
Shewanella fodinae,negative,Shewanella
Shewanella gaetbuli,negative,Shewanella
Shewanella gelidii,negative,Shewanella
Shewanella glacialipiscicola,negative,Shewanella
Shewanella hafniensis,negative,Shewanella
Shewanella halifaxensis,negative,Shewanella
Shewanella algae,negative,Shewanella
Shewanella intestini,negative,Shewanella
Shewanella inventionis,negative,Shewanella
Shewanella kaireitica,negative,Shewanella
Shewanella litoralis,negative,Shewanella
Shewanella loihica,negative,Shewanella
Shewanella marina,negative,Shewanella
Shewanella marisflavi,negative,Shewanella
Shewanella morhuae,negative,Shewanella
Shewanella pacifica,negative,Shewanella
Shewanella piezotolerans,negative,Shewanella
Shewanella pneumatophori,negative,Shewanella
Shewanella profunda,negative,Shewanella
Shewanella psychromarinicola,negative,Shewanella
Shewanella psychrophila,negative,Shewanella
Shewanella saliphila,negative,Shewanella
Shewanella sediminis,negative,Shewanella
Shewanella surugensis,negative,Shewanella
Shewanella ulleungensis,negative,Shewanella
Shewanella vesiculosa,negative,Shewanella
Shewanella xiamenensis,negative,Shewanella
Shigella flexneri,negative,Shigella
Shimia abyssi,negative,Shimia
Shimia aestuarii,negative,Shimia
Shimia biformata,negative,Shimia
Shimia haliotis,negative,Shimia
Shimia isoporae,negative,Shimia
Shimia marina,negative,Shimia
Shimia thalassica,negative,Shimia
Shimwellia pseudoproteus,negative,Shimwellia
Shinella curvata,negative,Shinella
Shinella fusca,negative,Shinella
Shinella granuli,negative,Shinella
Shinella kummerowiae,negative,Shinella
Shinella pollutisoli,negative,Shinella
Shinella yambaruensis,negative,Shinella
Siccibacter turicensis,negative,Siccibacter
Siccirubricoccus deserti,negative,Siccirubricoccus
Siculibacillus lacustris,negative,Siculibacillus
Silanimonas algicola,negative,Silanimonas
Silanimonas mangrovi,negative,Silanimonas
Silicimonas algicola,negative,Silicimonas
Silvanigrella aquatica,negative,Silvanigrella
Silvimonas amylolytica,negative,Silvimonas
Silvimonas iriomotensis,negative,Silvimonas
Silvimonas terrae,negative,Silvimonas
Simiduia agarivorans,negative,Simiduia
Simiduia areninigrae,negative,Simiduia
Siminovitchia farraginis,negative,Siminovitchia
Siminovitchia fordii,negative,Siminovitchia
Siminovitchia fortis,negative,Siminovitchia
Simplicispira hankyongi,negative,Simplicispira
Simplicispira limi,negative,Simplicispira
Simplicispira soli,negative,Simplicispira
Simplicispira suum,negative,Simplicispira
Simulacricoccus ruber,negative,Simulacricoccus
Sinobacterium caligoides,negative,Sinobacterium
Sinomicrobium oceani,negative,Sinomicrobium
Sinirhodobacter populi,negative,Sinirhodobacter
Siphonobacter aquaeclarae,negative,Siphonobacter
Siphonobacter curvatus,negative,Siphonobacter
Skermanella aerolata,negative,Skermanella
Skermanella rosea,negative,Skermanella
Skermanella stibiiresistens,negative,Skermanella
Deserticella xinjiangensis,negative,Deserticella
Sneathiella chinensis,negative,Sneathiella
Sneathiella glossodoripedis,negative,Sneathiella
Sneathiella limimaris,negative,Sneathiella
Snodgrassella alvi,negative,Snodgrassella
Solidesulfovibrio carbinoliphilus,negative,Solidesulfovibrio
Solidesulfovibrio marrakechensis,negative,Solidesulfovibrio
Solimicrobium silvestre,negative,Solimicrobium
Solimonas flava,negative,Solimonas
Solimonas fluminis,negative,Solimonas
Solimonas soli,negative,Solimonas
Solimonas variicoloris,negative,Solimonas
Solitalea koreensis,negative,Solitalea
Solitalea longa,negative,Solitalea
Soonwooa purpurea,negative,Soonwooa
Sorangium ambruticinum,negative,Sorangium
Sorangium arenae,negative,Sorangium
Sorangium bulgaricum,negative,Sorangium
Sorangium dawidii,negative,Sorangium
Sorangium kenyense,negative,Sorangium
Sorangium orientale,negative,Sorangium
Sorangium reichenbachii,negative,Sorangium
Sphaerochaeta globosa,negative,Sphaerochaeta
Sphaerochaeta pleomorpha,negative,Sphaerochaeta
Sphingoaurantiacus capsulatus,negative,Sphingoaurantiacus
Sphingoaurantiacus polygranulatus,negative,Sphingoaurantiacus
Sphingobacterium alimentarium,negative,Sphingobacterium
Sphingobacterium alkalisoli,negative,Sphingobacterium
Sphingobacterium anhuiense,negative,Sphingobacterium
Sphingobacterium bovisgrunnientis,negative,Sphingobacterium
Sphingobacterium caeni,negative,Sphingobacterium
Sphingobacterium cellulitidis,negative,Sphingobacterium
Sphingobacterium changzhouense,negative,Sphingobacterium
Sphingobacterium chuzhouense,negative,Sphingobacterium
Sphingobacterium cladoniae,negative,Sphingobacterium
Sphingobacterium composti,negative,Sphingobacterium
Sphingobacterium composti [homonym],negative,Sphingobacterium
Sphingobacterium corticis,negative,Sphingobacterium
Sphingobacterium daejeonense,negative,Sphingobacterium
Sphingobacterium detergens,negative,Sphingobacterium
Sphingobacterium endophyticum,negative,Sphingobacterium
Sphingobacterium griseoflavum,negative,Sphingobacterium
Sphingobacterium haloxyli,negative,Sphingobacterium
Sphingobacterium hotanense,negative,Sphingobacterium
Sphingobacterium humi,negative,Sphingobacterium
Sphingobacterium jejuense,negative,Sphingobacterium
Sphingobacterium kitahiroshimense,negative,Sphingobacterium
Sphingobacterium kyonggiense,negative,Sphingobacterium
Sphingobacterium lactis,negative,Sphingobacterium
Sphingobacterium nematocida,negative,Sphingobacterium
Sphingobacterium populi,negative,Sphingobacterium
Sphingobacterium psychroaquaticum,negative,Sphingobacterium
Sphingobacterium puteale,negative,Sphingobacterium
Sphingobacterium shayense,negative,Sphingobacterium
Sphingobacterium siyangense,negative,Sphingobacterium
Sphingobacterium solani,negative,Sphingobacterium
Sphingobacterium soli,negative,Sphingobacterium
Sphingobacterium tabacisoli,negative,Sphingobacterium
Sphingobacterium terrae,negative,Sphingobacterium
Sphingobacterium thermophilum,negative,Sphingobacterium
Sphingobacterium wenxiniae,negative,Sphingobacterium
Sphingobacterium zeae,negative,Sphingobacterium
Sphingobium limneticum,negative,Sphingobium
Sphingobium aquiterrae,negative,Sphingobium
Sphingobium aromaticiconvertens,negative,Sphingobium
Sphingobium baderi,negative,Sphingobium
Sphingobium boeckii,negative,Sphingobium
Sphingobium indicum,negative,Sphingobium
Sphingobium chungbukense,negative,Sphingobium
Sphingobium cupriresistens,negative,Sphingobium
Sphingobium cupriresistens,negative,Sphingobium
Sphingobium faniae,negative,Sphingobium
Sphingobium fontiphilum,negative,Sphingobium
Sphingobium jiangsuense,negative,Sphingobium
Sphingobium lactosutens,negative,Sphingobium
Sphingobium limneticum,negative,Sphingobium
Sphingobium indicum,negative,Sphingobium
Sphingobium naphthae,negative,Sphingobium
Sphingobium limneticum,negative,Sphingobium
Sphingobium qiguonii,negative,Sphingobium
Sphingobium quisquiliarum,negative,Sphingobium
Sphingobium scionense,negative,Sphingobium
Sphingobium sufflavum,negative,Sphingobium
Sphingobium terrigena,negative,Sphingobium
Sphingobium ummariense,negative,Sphingobium
Sphingobium vermicomposti,negative,Sphingobium
Sphingobium vulgare,negative,Sphingobium
Sphingomicrobium arenosum,negative,Sphingomicrobium
Sphingomicrobium astaxanthinifaciens,negative,Sphingomicrobium
Sphingomicrobium flavum,negative,Sphingomicrobium
Sphingomicrobium lutaoense,negative,Sphingomicrobium
Sphingomicrobium marinum,negative,Sphingomicrobium
Sphingomonas abaci,negative,Sphingomonas
Sphingomonas aeria,negative,Sphingomonas
Sphingomonas aestuarii,negative,Sphingomonas
Sphingomonas agri,negative,Sphingomonas
Sphingomonas alpina,negative,Sphingomonas
Sphingomonas antarctica,negative,Sphingomonas
Sphingomonas aquatica,negative,Sphingomonas
Sphingomonas aquatilis,negative,Sphingomonas
Sphingomonas aracearum,negative,Sphingomonas
Sphingomonas azotifigens,negative,Sphingomonas
Sphingomonas carotinifaciens,negative,Sphingomonas
Sphingomonas carri,negative,Sphingomonas
Sphingomonas changbaiensis,negative,Sphingomonas
Sphingomonas colocasiae,negative,Sphingomonas
Sphingomonas crocodyli,negative,Sphingomonas
Sphingomonas crusticola,negative,Sphingomonas
Sphingomonas cynarae,negative,Sphingomonas
Sphingomonas desiccabilis,negative,Sphingomonas
Sphingomonas difficilis,negative,Sphingomonas
Sphingomonas dokdonensis,negative,Sphingomonas
Sphingomonas endophytica,negative,Sphingomonas
Sphingomonas faucium,negative,Sphingomonas
Sphingomonas flavalba,negative,Sphingomonas
Sphingomonas formosensis,negative,Sphingomonas
Sphingomonas frigidaeris,negative,Sphingomonas
Sphingomonas gellani,negative,Sphingomonas
Sphingomonas gilva,negative,Sphingomonas
Sphingomonas ginkgonis,negative,Sphingomonas
Sphingomonas ginsengisoli,negative,Sphingomonas
Sphingomonas glacialis,negative,Sphingomonas
Sphingomonas gotjawalisoli,negative,Sphingomonas
Sphingomonas hankookensis,negative,Sphingomonas
Rhizorhabdus histidinilytica,negative,Rhizorhabdus
Sphingomonas hominis,negative,Sphingomonas
Allosphingosinicella indica,negative,Allosphingosinicella
Sphingomonas insulae,negative,Sphingomonas
Sphingomonas japonica,negative,Sphingomonas
Sphingomonas jaspsi,negative,Sphingomonas
Sphingomonas jatrophae,negative,Sphingomonas
Sphingomonas jeddahensis,negative,Sphingomonas
Sphingomonas jejuensis,negative,Sphingomonas
Sphingomonas jinjuensis,negative,Sphingomonas
Sphingomonas kaistensis,negative,Sphingomonas
Sphingomonas koreensis,negative,Sphingomonas
Sphingomonas kyungheensis,negative,Sphingomonas
Sphingomonas laterariae,negative,Sphingomonas
Sphingomonas lenta,negative,Sphingomonas
Sphingomonas limnosediminicola,negative,Sphingomonas
Sphingomonas mesophila,negative,Sphingomonas
Sphingomonas metalli,negative,Sphingomonas
Sphingomonas molluscorum,negative,Sphingomonas
Sphingomonas mucosissima,negative,Sphingomonas
Sphingomonas naphthae,negative,Sphingomonas
Sphingomonas olei,negative,Sphingomonas
Sphingomonas oleivorans,negative,Sphingomonas
Sphingomonas oligophenolica,negative,Sphingomonas
Sphingomonas oryziterrae,negative,Sphingomonas
Sphingomonas paeninsulae,negative,Sphingomonas
Sphingomonas palmae,negative,Sphingomonas
Sphingomonas palustris,negative,Sphingomonas
Sphingomonas panni,negative,Sphingomonas
Sphingomonas parva,negative,Sphingomonas
Sphingomonas phyllosphaerae,negative,Sphingomonas
Sphingomonas piscinae,negative,Sphingomonas
Sphingomonas polyaromaticivorans,negative,Sphingomonas
Sphingomonas prati,negative,Sphingomonas
Sphingomonas pseudosanguinis,negative,Sphingomonas
Sphingomonas rhizophila,negative,Sphingomonas
Sphingomonas rubra,negative,Sphingomonas
Sphingomonas sanxanigenens,negative,Sphingomonas
Sphingomonas sediminicola,negative,Sphingomonas
Sphingomonas silvisoli,negative,Sphingomonas
Sphingomonas soli,negative,Sphingomonas
Sphingomonas spermidinifaciens,negative,Sphingomonas
Sphingomonas tabacisoli,negative,Sphingomonas
Sphingomonas turrisvirgatae,negative,Sphingomonas
Sphingomonas yabuuchiae,negative,Sphingomonas
Sphingomonas yunnanensis,negative,Sphingomonas
Sphingomonas zeicaulis,negative,Sphingomonas
Sphingopyxis bauzanensis,negative,Sphingopyxis
Sphingopyxis ginsengisoli,negative,Sphingopyxis
Sphingopyxis granuli,negative,Sphingopyxis
Sphingopyxis indica,negative,Sphingopyxis
Sphingopyxis italica,negative,Sphingopyxis
Sphingopyxis lindanitolerans,negative,Sphingopyxis
Sphingopyxis panaciterrae,negative,Sphingopyxis
Sphingopyxis panaciterrulae,negative,Sphingopyxis
Sphingopyxis soli,negative,Sphingopyxis
Sphingopyxis solisilvae,negative,Sphingopyxis
Parasphingorhabdus flavimaris,negative,Parasphingorhabdus
Parasphingorhabdus litoris,negative,Parasphingorhabdus
Sphingorhabdus lutea,negative,Sphingorhabdus
Parasphingorhabdus marina,negative,Parasphingorhabdus
Sphingorhabdus planktonica,negative,Sphingorhabdus
Sphingorhabdus pulchriflava,negative,Sphingorhabdus
Sphingosinicella humi,negative,Sphingosinicella
Sphingosinicella microcystinivorans,negative,Sphingosinicella
Sphingosinicella soli,negative,Sphingosinicella
Sphingosinithalassobacter portus,negative,Sphingosinithalassobacter
Spiribacter roseus,negative,Spiribacter
Spiribacter roseus,negative,Spiribacter
Spirochaeta cellobiosiphila,negative,Spirochaeta
Spirochaeta dissipatitropha,negative,Spirochaeta
Spirochaeta lutea,negative,Spirochaeta
Spirosoma aerophilum,negative,Spirosoma
Spirosoma aureum,negative,Spirosoma
Spirosoma carri,negative,Spirosoma
Spirosoma endophyticum,negative,Spirosoma
Spirosoma flavum,negative,Spirosoma
Spirosoma horti,negative,Spirosoma
Spirosoma knui,negative,Spirosoma
Spirosoma koreense,negative,Spirosoma
Spirosoma litoris,negative,Spirosoma
Spirosoma metallilatum,negative,Spirosoma
Spirosoma panaciterrae,negative,Spirosoma
Spirosoma pollinicola,negative,Spirosoma
Spirosoma rigui,negative,Spirosoma
Spirosoma soli,negative,Spirosoma
Spirosoma swuense,negative,Spirosoma
Spongiibacter marinus,negative,Spongiibacter
Spongiibacter marinus,negative,Spongiibacter
Spongiibacter taiwanensis,negative,Spongiibacter
Spongiibacter tropicus,negative,Spongiibacter
Spongiispira norvegica,negative,Spongiispira
Sporolituus thermophilus,negative,Sporolituus
Stagnimonas aquatica,negative,Stagnimonas
Stakelama algicida,negative,Stakelama
Stakelama pacifica,negative,Stakelama
Stakelama sediminis,negative,Stakelama
Stappia indica,negative,Stappia
Stappia taiwanensis,negative,Stappia
Starkeya koreensis,negative,Starkeya
Stella humosa,negative,Stella
Stella vacuolata,negative,Stella
Stenotrophobium rhamnosiphilum,negative,Stenotrophobium
Stenotrophomonas bentonitica,negative,Stenotrophomonas
Stenotrophomonas cyclobalanopsidis,negative,Stenotrophomonas
Stenotrophomonas daejeonensis,negative,Stenotrophomonas
Stenotrophomonas ginsengisoli,negative,Stenotrophomonas
Stenotrophomonas humi,negative,Stenotrophomonas
Stenotrophomonas indicatrix,negative,Stenotrophomonas
Stenotrophomonas koreensis,negative,Stenotrophomonas
Stenotrophomonas lactitubi,negative,Stenotrophomonas
Stenotrophomonas maltophilia,negative,Stenotrophomonas
Stenotrophomonas pavanii,negative,Stenotrophomonas
Stenotrophomonas pictorum,negative,Stenotrophomonas
Stenotrophomonas terrae,negative,Stenotrophomonas
Stenotrophomonas tumulicola,negative,Stenotrophomonas
Steroidobacter denitrificans,negative,Steroidobacter
Steroidobacter soli,negative,Steroidobacter
Stieleria varia,negative,Stieleria
Streptobacillus ratti,negative,Streptobacillus
Streptococcus gallolyticus,negative,Streptococcus
Streptomyces fumigatiscleroticus,negative,Streptomyces
Streptomyces griseus subsp. griseus,negative,Streptomyces
Streptomyces hebeiensis,negative,Streptomyces
Subsaxibacter arcticus,negative,Subsaxibacter
Subsaxibacter broadyi,negative,Subsaxibacter
Subsaxibacter sediminis,negative,Subsaxibacter
Subsaximicrobium saxinquilinus,negative,Subsaximicrobium
Subsaximicrobium wynnwilliamsii,negative,Subsaximicrobium
Succinatimonas hippei,negative,Succinatimonas
Succiniclasticum ruminis,negative,Succiniclasticum
Succinispira mobilis,negative,Succinispira
Sulfitobacter aestuarii,negative,Sulfitobacter
Sulfitobacter brevis,negative,Sulfitobacter
Sulfitobacter delicatus,negative,Sulfitobacter
